customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,ServicoTelefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,MetodoPagamento,Pagamento_Mensal,Total_Pago,Churn
5668-MEISB,Female,No,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,Male,No,Yes,Yes,44,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,Female,No,No,No,65,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,95.5,6153.85,No
5356-CSVSQ,Female,No,No,No,3,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,64.6,174.2,No
3221-CJMSG,Male,No,No,No,24,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),51.1,1269.6,No
4720-VSTSI,Female,No,No,No,44,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),84.8,3862.55,Yes
3219-JQRSL,Female,Yes,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.1,6352.4,No
2801-NISEI,Male,No,No,No,24,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,54.95,1348.5,No
3946-MHCZW,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.9,50.9,Yes
4623-ZKHLY,Male,No,Yes,No,22,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.45,471.55,No
6732-VAILE,Male,No,Yes,Yes,70,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),85.95,5931.75,No
8201-AAXCB,Male,No,Yes,Yes,25,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,60.35,1404.65,No
7696-CFTAT,Male,No,Yes,Yes,37,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.8,726.1,No
1845-CSBRZ,Female,Yes,Yes,Yes,22,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),85.35,1961.6,No
2123-VSCOT,Female,No,Yes,Yes,59,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),72.1,4194.85,No
6651-AZVTJ,Male,No,Yes,Yes,49,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,99.8,4872.45,Yes
4566-GOLUK,Male,No,Yes,Yes,47,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Bank transfer (automatic),107.35,5118.95,Yes
2484-DGXPZ,Female,No,Yes,Yes,31,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,658.95,Yes
2018-QKYGT,Male,No,Yes,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,81.05,81.05,No
2792-VPPET,Male,No,No,No,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.5,76.95,No
7409-JURKQ,Female,No,Yes,No,53,Yes,FIBER OPTIC,No,Yes,Yes,One year,Bank transfer (automatic),111.8,5809.75,No
3247-MHJKM,Male,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,No
1964-SVLEA,Male,No,No,No,20,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.7,415.9,No
4587-NUKOX,Female,No,No,No,3,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,79.1,246.5,Yes
7297-DVYGA,Female,No,No,No,51,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,996.95,No
2239-CGBUZ,Female,No,Yes,No,51,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),60.5,3145.15,No
0854-UYHZD,Female,No,Yes,Yes,13,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,265.3,No
7243-LCGGZ,Female,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.9,20.9,No
8267-KFGYD,Male,No,No,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.05,21.05,No
4890-VMUAV,Male,No,No,No,63,Yes,DSL,Yes,Yes,No,One year,Electronic check,71.5,4576.3,No
9261-WDCAF,Male,No,No,No,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,54.65,189.1,No
3764-MNMOI,Male,No,No,No,46,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.2,908.15,No
7442-YGZFK,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),49.8,49.8,No
0420-BWTPW,Male,No,No,Yes,8,No,DSL,No,No,No,Month-to-month,Mailed check,25.5,215.2,Yes
8229-BUJHX,Female,No,Yes,Yes,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,Male,No,Yes,Yes,55,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),90.4,5099.15,No
5504-WSIUR,Female,No,No,No,70,Yes,FIBER OPTIC,No,Yes,No,One year,Bank transfer (automatic),90.25,6385.95,No
8183-ONMXC,Female,No,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.75,159.45,Yes
8466-PZBLH,Male,No,Yes,Yes,67,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),104.6,6885.75,No
9614-RMGHA,Male,No,Yes,No,65,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),91.85,5940.85,Yes
8735-IJJEG,Male,No,Yes,No,14,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),50.2,668.85,No
0564-MUUQK,Female,No,Yes,Yes,20,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Bank transfer (automatic),95.5,1916.2,No
5054-IEXZT,Male,No,No,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.35,75.35,Yes
5834-ASPWA,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.45,75.45,Yes
0701-RFGFI,Female,No,Yes,Yes,49,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),95.4,4613.95,No
0019-EFAEP,Female,No,No,No,72,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Bank transfer (automatic),101.3,7261.25,No
5619-PTMIK,Female,No,Yes,No,46,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,53.1,2459.8,No
3737-XBQDD,Male,No,No,No,24,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),84.85,2048.8,No
5882-CMAZQ,Female,No,Yes,Yes,5,No,DSL,No,Yes,No,Month-to-month,Electronic check,34.25,163.55,No
5846-QFDFI,Female,No,Yes,Yes,33,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Credit card (automatic),88.6,2888.7,No
4445-KWOKW,Female,No,No,No,42,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.15,2421.6,No
3511-APPBJ,Male,No,No,No,23,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),99.95,2292.75,No
7967-HYCDE,Male,No,No,No,8,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,Male,No,No,No,66,Yes,DSL,Yes,No,No,One year,Mailed check,54.8,3465.7,No
3948-XHGNA,Male,No,No,No,24,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),49.55,1210.4,Yes
3723-BFBGR,Male,Yes,No,No,24,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),54.8,1291.3,No
0565-IYCGT,Male,No,No,No,69,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),78.6,5356.45,Yes
5447-WZAFP,Female,No,No,No,53,Yes,FIBER OPTIC,No,No,Yes,One year,Mailed check,100.3,5200.8,No
5110-CHOPY,Female,No,No,No,60,No,DSL,Yes,No,Yes,Two year,Electronic check,53.6,3237.05,No
5445-UTODQ,Female,No,Yes,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,81.1,576.65,Yes
4425-OWHWB,Female,No,No,No,20,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.35,433.75,No
7892-QVYKW,Female,No,Yes,Yes,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.6,1868.4,No
9675-ICXCT,Male,No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,80.8,5728.55,No
1024-VRZHF,Male,No,Yes,No,11,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.95,825.7,Yes
4703-MQYKT,Male,No,No,No,21,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,390.4,No
9497-QCMMS,Male,Yes,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,93.55,93.55,Yes
5692-ICXLW,Male,Yes,No,No,31,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.7,2845.15,No
0602-DDUML,Female,No,No,No,57,Yes,DSL,No,Yes,Yes,Two year,Mailed check,69.75,3894.4,No
2208-MPXIO,Female,No,Yes,Yes,45,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.0,886.4,No
1960-UYCNN,Male,No,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,95.25,1021.55,No
0348-SDKOL,Female,No,Yes,No,58,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Credit card (automatic),102.1,5885.4,Yes
3190-FZATL,Male,No,No,Yes,14,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,268.4,No
7336-RLLRH,Male,No,Yes,No,27,Yes,DSL,Yes,Yes,Yes,One year,Mailed check,80.85,2204.35,No
4373-MAVJG,Female,No,Yes,Yes,14,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),90.9,1259.0,Yes
8901-HJXTF,Female,No,Yes,Yes,12,No,DSL,No,No,No,Month-to-month,Mailed check,29.2,309.1,Yes
7710-JSYOA,Female,No,Yes,Yes,69,Yes,FIBER OPTIC,No,Yes,No,Two year,Bank transfer (automatic),93.3,6398.05,No
5419-KLXBN,Female,No,Yes,Yes,25,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),89.15,2257.75,Yes
3424-NMNBO,Male,Yes,Yes,No,58,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,108.85,6287.25,Yes
9885-MFVSU,Female,No,Yes,Yes,35,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),46.35,1662.05,No
4514-GFCFI,Female,Yes,No,No,16,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,84.75,1350.15,Yes
0607-MVMGC,Male,No,Yes,Yes,45,Yes,DSL,No,No,Yes,One year,Credit card (automatic),78.75,3600.65,No
3365-SAIGS,Female,No,No,No,17,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,83.55,1329.15,No
9828-AOQLM,Female,No,Yes,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.7,45.7,Yes
8022-BECSI,Male,No,No,No,22,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.6,422.5,No
8000-REIQB,Female,Yes,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.95,69.95,Yes
9993-LHIEB,Male,No,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Mailed check,67.85,4627.65,No
0266-CLZKZ,Female,No,Yes,Yes,67,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),105.65,6717.9,No
7615-ESMYF,Female,No,Yes,No,2,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.6,97.1,Yes
3858-VOBET,Male,No,No,No,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.95,1710.45,Yes
7020-OZKXZ,Female,Yes,No,No,9,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),75.5,637.4,No
3977-QCRSL,Female,No,No,No,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,117.95,No
0017-DINOC,Male,No,No,No,54,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),45.2,2460.55,No
1447-PJGGA,Female,No,No,No,57,Yes,FIBER OPTIC,No,No,Yes,Two year,Electronic check,95.25,5464.65,Yes
8565-CLBZW,Male,No,No,No,24,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,89.85,2165.05,Yes
9139-WQQDY,Female,No,Yes,Yes,49,Yes,FIBER OPTIC,No,No,Yes,One year,Mailed check,100.45,4941.8,Yes
0224-HJAPT,Male,No,No,No,5,Yes,DSL,No,No,No,Month-to-month,Electronic check,47.15,223.15,Yes
8086-OVPWV,Male,No,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.2,181.1,Yes
9430-FRQOC,Female,No,No,Yes,4,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Mailed check,87.1,341.45,Yes
7639-OPLNG,Male,No,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.25,5731.85,No
3074-GQWYX,Male,No,No,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),75.9,357.75,Yes
1492-QGCLU,Male,No,Yes,Yes,53,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,85.7,4616.1,No
6845-RGTYS,Female,No,Yes,No,47,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,98.75,4533.7,Yes
7328-OWMOM,Female,No,No,Yes,31,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,589.25,No
4418-LZMSV,Male,No,Yes,Yes,13,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),61.8,750.1,No
5155-AZQPB,Female,No,Yes,Yes,28,Yes,DSL,No,No,No,Month-to-month,Mailed check,49.9,1410.25,No
8861-HGGKB,Female,No,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.45,830.85,Yes
1087-GRUYI,Male,No,Yes,No,38,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,743.5,No
7065-YUNRY,Female,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.3,45.3,Yes
7694-VLBWQ,Male,No,Yes,No,67,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,104.1,7040.85,Yes
2546-KZAAT,Male,No,Yes,No,52,Yes,DSL,Yes,No,Yes,One year,Mailed check,75.4,3865.45,No
0181-RITDD,Male,No,Yes,Yes,62,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Mailed check,108.15,6825.65,No
5989-PGKJB,Female,No,No,No,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.25,1340.1,No
4795-KTRTH,Female,Yes,Yes,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,81.0,371.65,Yes
8272-ONJLV,Male,No,No,No,12,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,95.7,1184.0,No
1488-PBLJN,Female,No,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.85,8477.7,No
0308-GIQJT,Male,Yes,No,No,71,Yes,FIBER OPTIC,No,Yes,Yes,One year,Bank transfer (automatic),105.75,7382.85,No
3778-FOAQW,Female,No,Yes,No,24,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.15,456.85,No
4452-ROHMO,Female,No,No,No,15,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,331.6,No
6481-OGDOO,Male,No,Yes,No,67,Yes,FIBER OPTIC,Yes,No,No,One year,Credit card (automatic),90.6,6056.15,Yes
3090-LETTY,Male,No,No,Yes,2,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),60.95,134.6,No
5349-AZPEW,Female,No,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Mailed check,25.05,125.5,No
3753-TSEMP,Female,No,Yes,No,15,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,88.15,1390.6,Yes
8305-VHZBZ,Male,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,Yes
9720-JJJOR,Male,No,Yes,Yes,41,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.3,2511.3,No
8100-HZZLJ,Female,No,No,Yes,43,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,63.95,2737.05,No
8775-ERLNB,Male,Yes,Yes,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.3,74.3,No
8309-IEYJD,Female,Yes,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,70.6,70.6,No
9172-JITSM,Female,No,Yes,Yes,26,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.8,2361.8,Yes
6298-QDFNH,Male,No,No,No,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,79.35,1730.35,Yes
7398-HPYZQ,Male,No,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),90.55,6404.0,No
3546-GHEAE,Male,No,No,No,7,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,165.35,No
7361-YPXFS,Female,Yes,No,No,28,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),64.45,1867.6,No
6557-BZXLQ,Male,Yes,No,No,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.65,1043.3,No
2550-QHZGP,Male,No,No,No,7,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.5,128.6,No
7519-JTWQH,Female,No,No,No,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),110.5,7455.45,No
2538-OIMXF,Female,No,No,Yes,1,No,DSL,No,No,No,Month-to-month,Mailed check,24.7,24.7,No
8543-MSDMF,Male,No,No,No,3,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,77.4,206.15,No
9961-JBNMK,Male,Yes,No,No,21,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),96.8,2030.3,Yes
1170-SASML,Female,No,Yes,No,69,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),85.4,5869.4,No
4872-JCVCA,Female,No,Yes,No,71,No,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),47.6,3377.8,No
5346-BZCHP,Female,No,Yes,Yes,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,1346.2,No
2038-LLMLM,Female,No,No,No,48,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,103.85,4946.05,No
6173-ITPWD,Male,No,Yes,No,47,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),83.35,4065.0,Yes
9734-UYXQI,Female,No,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.4,106.55,Yes
1216-BGTSP,Male,No,No,No,45,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.45,4964.7,No
4138-NAXED,Male,No,No,No,51,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),81.0,4085.75,No
2189-UXTKY,Female,No,Yes,No,22,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,79.2,1742.75,Yes
0744-BIKKF,Male,No,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.65,6224.8,No
7483-IQWIB,Male,No,Yes,Yes,37,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,92.95,3415.25,No
5248-KWLAR,Male,No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,90.35,6325.25,No
4958-GZWIY,Male,No,Yes,Yes,7,Yes,DSL,No,No,No,Month-to-month,Electronic check,48.7,340.25,Yes
7996-MHXLW,Female,No,No,No,66,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1683.6,No
7833-PKIHD,Male,No,Yes,Yes,51,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),76.4,3966.3,No
7061-OVMIM,Female,No,Yes,Yes,30,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.55,608.5,No
5153-RTHKF,Female,No,No,No,34,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.35,2896.6,No
1852-QSWCD,Male,No,Yes,Yes,64,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1514.85,No
4832-VRBMR,Male,Yes,Yes,No,65,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),103.15,6792.45,No
9079-LWTFD,Male,No,No,No,47,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Mailed check,100.75,4669.2,No
6356-ELRKD,Female,No,No,No,1,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,95.6,95.6,Yes
8624-GIOUT,Female,No,No,No,49,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),59.75,2934.3,Yes
3392-EHMNK,Female,No,Yes,Yes,67,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),94.1,6302.8,No
5986-WWXDV,Male,No,No,Yes,39,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.35,779.2,No
3061-BCKYI,Male,No,No,No,14,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,283.75,No
6179-GJPSO,Female,Yes,No,No,43,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.15,4600.7,Yes
7901-TBKJX,Male,Yes,No,No,56,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,101.05,5594.0,No
7228-PAQPD,Female,No,No,No,14,Yes,DSL,No,Yes,No,One year,Credit card (automatic),59.1,772.85,No
3177-LASXD,Female,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,71.35,71.35,Yes
7746-QYVCO,Male,No,Yes,Yes,16,Yes,DSL,Yes,No,No,One year,Mailed check,55.85,857.8,No
5804-HYIEZ,Male,No,Yes,Yes,70,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,106.05,7554.05,No
9919-FZDED,Male,Yes,Yes,No,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),84.1,5981.65,No
5934-TSSAU,Female,No,Yes,Yes,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),75.3,1702.9,No
3486-KHMLI,Male,No,No,Yes,21,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.7,467.15,No
4897-QSUYC,Female,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,Yes
1084-UQCHV,Male,No,No,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),69.75,69.75,Yes
8290-YWKHZ,Female,Yes,Yes,No,32,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,93.2,2931.0,Yes
2955-BJZHG,Male,No,Yes,Yes,17,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,80.85,1400.85,Yes
3806-DXQOM,Female,No,No,No,4,No,DSL,Yes,No,No,Month-to-month,Electronic check,33.65,137.85,Yes
6784-XYJAE,Female,No,No,No,36,Yes,DSL,No,No,No,One year,Electronic check,55.8,1941.5,No
3933-DQPWX,Female,No,No,No,50,No,DSL,No,Yes,No,Two year,Credit card (automatic),39.7,1932.75,No
6661-EIPZC,Female,No,Yes,Yes,48,No,DSL,No,Yes,No,Month-to-month,Credit card (automatic),29.5,1423.05,No
8957-THMOA,Female,No,No,Yes,50,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.15,970.85,No
2251-PYLPB,Male,No,Yes,No,72,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),79.55,5810.9,No
5555-RNPGT,Male,No,No,Yes,10,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),24.8,223.9,No
1057-FOGLZ,Female,No,No,No,18,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,391.7,No
9300-RENDD,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,79.95,79.95,Yes
0761-AETCS,Female,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.3,19.3,Yes
8087-LGYHQ,Male,No,No,No,9,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,94.05,811.65,No
4137-BTIKL,Male,No,No,No,2,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Mailed check,90.75,174.75,No
2190-BCXEC,Female,No,Yes,No,40,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Credit card (automatic),78.85,3126.85,No
6227-FBDXH,Male,No,Yes,No,69,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),99.5,6841.45,No
2153-MREFK,Female,No,Yes,No,37,Yes,FIBER OPTIC,Yes,Yes,No,One year,Electronic check,99.2,3754.6,Yes
2911-WDXMV,Male,No,No,Yes,18,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),80.55,1406.65,No
7206-PQBBZ,Male,Yes,Yes,No,11,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.2,834.7,No
3106-ULWFW,Female,No,Yes,No,8,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),85.2,627.4,Yes
0925-VYDLG,Female,No,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.25,242.0,Yes
4547-FZJWE,Male,No,Yes,Yes,55,Yes,DSL,Yes,No,No,One year,Credit card (automatic),59.45,3157.0,No
7422-WNBTY,Male,No,Yes,No,33,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,93.35,3092.0,No
0842-IWYCP,Female,No,No,No,46,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),44.95,2168.9,No
3521-HTQTV,Male,No,No,No,34,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),26.1,980.35,No
3744-ZBHON,Female,No,No,No,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.2,65.95,No
3373-DIUUN,Male,No,Yes,Yes,30,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,21.25,711.9,No
8383-SGHJU,Female,No,No,No,33,Yes,DSL,Yes,Yes,No,One year,Electronic check,59.4,1952.8,No
7607-QKKTJ,Male,No,Yes,Yes,45,Yes,FIBER OPTIC,No,No,No,One year,Credit card (automatic),95.0,4368.85,No
7707-PYBBH,Male,No,No,No,40,Yes,DSL,Yes,Yes,No,Month-to-month,Mailed check,61.9,2647.1,No
8984-HPEMB,Female,No,No,No,71,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Electronic check,118.65,8477.6,No
4349-GFQHK,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,54.35,54.35,Yes
4139-DETXS,Female,No,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),64.45,4528.0,No
9779-DPNEJ,Female,No,Yes,Yes,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.15,1790.65,No
